Date,Close,Volume
2022-11-01,93.92373333333335,4172924.0
2022-12-01,92.30502380952382,3369280.095238095
2023-01-01,91.08314,4604037.85
2023-02-01,85.06117368421053,3512828.263157895
2023-03-01,79.34103043478261,4709016.0
2023-04-01,79.2331105263158,3893703.947368421
2023-05-01,76.3143590909091,3680521.5454545454
2023-06-01,77.3199380952381,5414639.333333333
2023-07-01,79.90882500000001,4708998.75
2023-08-01,79.99944347826087,3815598.695652174
2023-09-01,78.69534,4500243.05
2023-10-01,69.39921818181818,4546034.045454546
2023-11-01,74.52804285714285,3805074.0
2023-12-01,83.354125,4490836.45
2024-01-01,82.39465238095238,5641036.523809524
2024-02-01,74.23211,4630995.6
2024-03-01,81.07436,8078986.0
2024-04-01,88.97796363636364,5082631.818181818
2024-05-01,96.25630454545454,5544909.090909091
2024-06-01,98.0927052631579,4092289.4736842103
2024-07-01,104.0106090909091,5146836.363636363
2024-08-01,124.10022727272727,3591886.3636363638
2024-09-01,130.33502000000001,3720480.0
2024-10-01,129.68575652173914,3763386.9565217393
2024-11-01,127.69561000000002,3066950.0
2024-12-01,127.5915380952381,2929733.3333333335
2025-01-01,139.088995,4661110.0
2025-02-01,147.11741578947368,3615752.6315789474
2025-03-01,147.49957142857141,4203100.0
2025-04-01,133.7095142857143,4744133.333333333
2025-05-01,144.97942857142857,3136690.476190476
2025-06-01,145.23796,2795910.0
2025-07-01,152.04386363636365,4126631.8181818184
2025-08-01,152.9819619047619,3020747.619047619
2025-09-01,154.3486761904762,2736604.761904762
2025-10-01,158.66865217391305,3241482.6086956523
2025-11-01,166.52103333333332,3176455.5555555555
